date,sales,stock,price,day,month,year,day_of_week,is_weekend,lag_1,lag_7,rolling_mean_7,rolling_mean_30
2015-12-20,311,2222,1.39,20,12,2015,6,1,295.0,116.0,187.85714285714286,100.23333333333333
2015-12-21,251,1971,1.39,21,12,2015,0,0,311.0,57.0,215.57142857142858,103.56666666666666
2015-12-22,377,1594,1.39,22,12,2015,1,0,251.0,167.0,245.57142857142858,112.9
2015-12-23,410,1184,1.39,23,12,2015,2,0,377.0,154.0,282.14285714285717,124.03333333333333
2015-12-24,161,1023,1.39,24,12,2015,3,0,410.0,139.0,285.2857142857143,124.73333333333333
2015-12-25,0,1023,1.39,25,12,2015,4,0,161.0,192.0,257.85714285714283,120.16666666666667
2015-12-26,212,811,1.39,26,12,2015,5,1,0.0,295.0,246.0,124.43333333333334
2015-12-27,106,705,1.39,27,12,2015,6,1,212.0,311.0,216.71428571428572,127.96666666666667
2015-12-28,100,604,1.39,28,12,2015,0,0,106.0,251.0,195.14285714285714,131.06666666666666
2015-12-29,9,595,1.39,29,12,2015,1,0,100.0,377.0,142.57142857142858,131.2
2015-12-30,0,595,1.39,30,12,2015,2,0,9.0,410.0,84.0,130.46666666666667
2015-12-31,0,595,1.39,31,12,2015,3,0,0.0,161.0,61.0,129.26666666666668
2016-01-01,0,595,1.39,1,1,2016,4,0,0.0,0.0,61.0,128.06666666666666
2016-01-02,3,592,1.39,2,1,2016,5,1,0.0,212.0,31.142857142857142,126.9
2016-01-03,0,592,2.29,3,1,2016,6,1,3.0,106.0,16.0,123.73333333333333
2016-01-04,0,592,1.46,4,1,2016,0,0,0.0,100.0,1.7142857142857142,120.13333333333334
2016-01-05,3,589,1.46,5,1,2016,1,0,0.0,9.0,0.8571428571428571,117.9
2016-01-06,3,586,1.46,6,1,2016,2,0,3.0,0.0,1.2857142857142858,115.4
2016-01-07,0,586,1.46,7,1,2016,3,0,3.0,0.0,1.2857142857142858,112.83333333333333
2016-01-08,2,584,1.46,8,1,2016,4,0,0.0,0.0,1.5714285714285714,110.36666666666666
2016-01-09,0,584,0.0,9,1,2016,5,1,2.0,3.0,1.1428571428571428,108.4
2016-01-10,3,581,1.46,10,1,2016,6,1,0.0,0.0,1.5714285714285714,107.1
2016-01-11,0,581,1.46,11,1,2016,0,0,3.0,0.0,1.5714285714285714,102.36666666666666
2016-01-12,103,478,1.46,12,1,2016,1,0,0.0,3.0,15.857142857142858,101.93333333333334
2016-01-13,164,314,1.46,13,1,2016,2,0,103.0,3.0,38.857142857142854,105.5
2016-01-14,118,196,1.46,14,1,2016,3,0,164.0,0.0,55.714285714285715,103.86666666666666
2016-01-15,65,131,1.46,15,1,2016,4,0,118.0,2.0,64.71428571428571,100.9
2016-01-16,24,107,1.46,16,1,2016,5,1,65.0,0.0,68.14285714285714,97.06666666666666
2016-01-17,0,107,0.0,17,1,2016,6,1,24.0,3.0,67.71428571428571,90.66666666666667
2016-01-18,1,106,1.46,18,1,2016,0,0,0.0,0.0,67.85714285714286,80.86666666666666
2016-01-19,0,106,1.46,19,1,2016,1,0,1.0,103.0,53.142857142857146,70.5
2016-01-20,1,105,1.46,20,1,2016,2,0,0.0,164.0,29.857142857142858,62.166666666666664
2016-01-21,60,3213,1.46,21,1,2016,3,0,1.0,118.0,21.571428571428573,51.6
2016-01-22,103,3110,1.35,22,1,2016,4,0,60.0,65.0,27.0,41.36666666666667
2016-01-23,263,2847,1.39,23,1,2016,5,1,103.0,24.0,61.142857142857146,44.766666666666666
2016-01-24,189,2658,1.39,24,1,2016,6,1,263.0,0.0,88.14285714285714,51.06666666666667
2016-01-25,197,2461,1.39,25,1,2016,0,0,189.0,1.0,116.14285714285714,50.56666666666667
2016-01-26,105,2356,1.46,26,1,2016,1,0,197.0,0.0,131.14285714285714,50.53333333333333
2016-01-27,129,2227,1.46,27,1,2016,2,0,105.0,1.0,149.42857142857142,51.5
2016-01-28,144,2083,1.46,28,1,2016,3,0,129.0,60.0,161.42857142857142,56.0
2016-01-29,173,1910,1.79,29,1,2016,4,0,144.0,103.0,171.42857142857142,61.766666666666666
2016-01-30,293,1617,1.79,30,1,2016,5,1,173.0,263.0,175.71428571428572,71.53333333333333
2016-01-31,219,1398,1.79,31,1,2016,6,1,293.0,189.0,180.0,78.83333333333333
2016-02-01,131,1267,1.79,1,2,2016,0,0,219.0,197.0,170.57142857142858,83.1
2016-02-02,184,1083,1.79,2,2,2016,1,0,131.0,105.0,181.85714285714286,89.23333333333333
2016-02-03,266,817,1.79,3,2,2016,2,0,184.0,129.0,201.42857142857142,98.1
2016-02-04,98,815,2.18,4,2,2016,3,0,266.0,144.0,194.85714285714286,101.26666666666667
2016-02-05,67,1420,2.29,5,2,2016,4,0,98.0,173.0,179.71428571428572,103.4
2016-02-06,85,1335,2.29,6,2,2016,5,1,67.0,293.0,150.0,106.23333333333333
2016-02-07,78,1257,2.29,7,2,2016,6,1,85.0,219.0,129.85714285714286,108.76666666666667
2016-02-08,71,1185,2.19,8,2,2016,0,0,78.0,131.0,121.28571428571429,111.13333333333334
2016-02-09,113,1072,2.19,9,2,2016,1,0,71.0,184.0,111.14285714285714,114.8
2016-02-10,138,1894,2.19,10,2,2016,2,0,113.0,266.0,92.85714285714286,119.4
2016-02-11,98,1796,2.19,11,2,2016,3,0,138.0,98.0,92.85714285714286,119.23333333333333
2016-02-12,96,1700,2.19,12,2,2016,4,0,98.0,67.0,97.0,116.96666666666667
2016-02-13,190,1510,2.19,13,2,2016,5,1,96.0,85.0,112.0,119.36666666666666
2016-02-14,105,1510,2.19,14,2,2016,6,1,190.0,78.0,115.85714285714286,120.7
2016-02-15,25,1510,2.19,15,2,2016,0,0,105.0,71.0,109.28571428571429,120.73333333333333
2016-02-16,47,1909,2.19,16,2,2016,1,0,25.0,113.0,99.85714285714286,122.3
2016-02-17,63,1845,2.19,17,2,2016,2,0,47.0,138.0,89.14285714285714,124.36666666666666
2016-02-18,39,1806,2.19,18,2,2016,3,0,63.0,98.0,80.71428571428571,125.66666666666667
2016-02-19,35,1771,2.19,19,2,2016,4,0,39.0,96.0,72.0,126.8
2016-02-20,77,1982,2.19,20,2,2016,5,1,35.0,190.0,55.857142857142854,127.36666666666666
2016-02-21,60,1922,2.19,21,2,2016,6,1,77.0,105.0,49.42857142857143,125.93333333333334
2016-02-22,52,1870,2.19,22,2,2016,0,0,60.0,25.0,53.285714285714285,118.9
2016-02-23,51,1819,2.19,23,2,2016,1,0,52.0,47.0,53.857142857142854,114.3
2016-02-24,37,1782,2.19,24,2,2016,2,0,51.0,63.0,50.142857142857146,108.96666666666667
2016-02-25,42,1740,2.19,25,2,2016,3,0,37.0,39.0,50.57142857142857,106.86666666666666
2016-02-26,89,1651,2.19,26,2,2016,4,0,42.0,35.0,58.285714285714285,105.53333333333333
2016-02-27,217,1367,2.19,27,2,2016,5,1,89.0,77.0,78.28571428571429,107.96666666666667
2016-02-28,197,1170,2.19,28,2,2016,6,1,217.0,60.0,97.85714285714286,108.76666666666667
2016-02-29,81,1089,2.19,29,2,2016,0,0,197.0,52.0,102.0,101.7
2016-03-01,58,1607,2.19,1,3,2016,1,0,81.0,51.0,103.0,96.33333333333333
2016-03-02,120,1487,2.19,2,3,2016,2,0,58.0,37.0,114.85714285714286,95.96666666666667
2016-03-03,64,1423,2.19,3,3,2016,3,0,120.0,42.0,118.0,91.96666666666667
2016-03-04,64,1743,2.59,4,3,2016,4,0,64.0,89.0,114.42857142857143,85.23333333333333
2016-03-05,76,1667,2.59,5,3,2016,5,1,64.0,217.0,94.28571428571429,84.5
2016-03-06,86,1581,2.59,6,3,2016,6,1,76.0,197.0,78.42857142857143,85.13333333333334
2016-03-07,98,1867,2.59,7,3,2016,0,0,86.0,81.0,80.85714285714286,85.56666666666666
2016-03-08,53,1814,2.59,8,3,2016,1,0,98.0,58.0,80.14285714285714,84.73333333333333
2016-03-09,38,1774,2.59,9,3,2016,2,0,53.0,120.0,68.42857142857143,83.63333333333334
2016-03-10,46,1728,2.19,10,3,2016,3,0,38.0,64.0,65.85714285714286,81.4
2016-03-11,45,1779,2.19,11,3,2016,4,0,46.0,64.0,63.142857142857146,78.3
2016-03-12,67,1712,2.19,12,3,2016,5,1,45.0,76.0,61.857142857142854,77.26666666666667
2016-03-13,52,1660,2.19,13,3,2016,6,1,67.0,86.0,57.0,75.8
2016-03-14,24,1825,2.19,14,3,2016,0,0,52.0,98.0,46.42857142857143,70.26666666666667
2016-03-15,51,1774,2.19,15,3,2016,1,0,24.0,53.0,46.142857142857146,68.46666666666667
2016-03-16,127,1647,2.19,16,3,2016,2,0,51.0,38.0,58.857142857142854,71.86666666666666
2016-03-17,75,1572,2.19,17,3,2016,3,0,127.0,46.0,63.0,72.8
2016-03-18,62,1510,2.19,18,3,2016,4,0,75.0,45.0,65.42857142857143,72.76666666666667
2016-03-19,128,1478,1.99,19,3,2016,5,1,62.0,67.0,74.14285714285714,75.73333333333333
2016-03-20,138,1340,1.99,20,3,2016,6,1,128.0,52.0,86.42857142857143,79.16666666666667
2016-03-21,74,1554,1.99,21,3,2016,0,0,138.0,24.0,93.57142857142857,79.06666666666666
2016-03-22,73,1480,2.59,22,3,2016,1,0,74.0,51.0,96.71428571428571,79.5
2016-03-23,100,1380,2.59,23,3,2016,2,0,73.0,127.0,92.85714285714286,81.1
2016-03-24,71,1501,2.59,24,3,2016,3,0,100.0,75.0,92.28571428571429,81.76666666666667
2016-03-25,99,1402,2.59,25,3,2016,4,0,71.0,62.0,97.57142857142857,83.83333333333333
2016-03-26,102,1396,2.59,26,3,2016,5,1,99.0,128.0,93.85714285714286,85.83333333333333
2016-03-27,57,1339,2.59,27,3,2016,6,1,102.0,138.0,82.28571428571429,84.76666666666667
2016-03-28,23,1507,2.59,28,3,2016,0,0,57.0,74.0,75.0,78.3
2016-03-29,35,1760,2.59,29,3,2016,1,0,23.0,73.0,69.57142857142857,72.9
2016-03-30,59,1701,2.59,30,3,2016,2,0,35.0,100.0,63.714285714285715,72.16666666666667
2016-03-31,41,1660,2.59,31,3,2016,3,0,59.0,71.0,59.42857142857143,71.6
2016-04-01,68,1592,2.59,1,4,2016,4,0,41.0,99.0,55.0,69.86666666666666
2016-04-02,84,1508,2.59,2,4,2016,5,1,68.0,102.0,52.42857142857143,70.53333333333333
2016-04-03,42,1466,2.59,3,4,2016,6,1,84.0,57.0,50.285714285714285,69.8
2016-04-04,95,1659,2.59,4,4,2016,0,0,42.0,23.0,60.57142857142857,70.43333333333334
2016-04-05,85,1574,2.59,5,4,2016,1,0,95.0,35.0,67.71428571428571,70.4
2016-04-06,102,1472,2.59,6,4,2016,2,0,85.0,59.0,73.85714285714286,70.53333333333333
2016-04-07,111,1457,2.59,7,4,2016,3,0,102.0,41.0,83.85714285714286,72.46666666666667
2016-04-08,113,1344,2.59,8,4,2016,4,0,111.0,68.0,90.28571428571429,74.96666666666667
2016-04-09,208,1136,2.59,9,4,2016,5,1,113.0,84.0,108.0,80.36666666666666
2016-04-10,148,988,2.59,10,4,2016,6,1,208.0,42.0,123.14285714285714,83.8
2016-04-11,123,2017,2.59,11,4,2016,0,0,148.0,95.0,127.14285714285714,85.66666666666667
2016-04-12,62,1955,2.59,12,4,2016,1,0,123.0,85.0,123.85714285714286,86.0
2016-04-13,129,1825,2.59,13,4,2016,2,0,62.0,102.0,127.71428571428571,89.5
2016-04-14,102,1723,2.59,14,4,2016,3,0,129.0,111.0,126.42857142857143,91.2
2016-04-15,110,3917,2.59,15,4,2016,4,0,102.0,113.0,126.0,90.63333333333334
2016-04-16,202,3715,2.59,16,4,2016,5,1,110.0,208.0,125.14285714285714,94.86666666666666
2016-04-17,144,3571,2.59,17,4,2016,6,1,202.0,148.0,124.57142857142857,97.6
2016-04-18,84,3487,2.59,18,4,2016,0,0,144.0,123.0,119.0,96.13333333333334
2016-04-19,127,3360,1.89,19,4,2016,1,0,84.0,62.0,128.28571428571428,95.76666666666667
2016-04-20,181,3179,1.89,20,4,2016,2,0,127.0,129.0,135.71428571428572,99.33333333333333
2016-04-21,268,2911,1.89,21,4,2016,3,0,181.0,102.0,159.42857142857142,105.83333333333333
2016-04-22,278,2636,1.89,22,4,2016,4,0,268.0,110.0,183.42857142857142,111.76666666666667
2016-04-23,234,2402,1.89,23,4,2016,5,1,278.0,202.0,188.0,117.2
2016-04-24,133,2269,1.89,24,4,2016,6,1,234.0,144.0,186.42857142857142,118.33333333333333
2016-04-25,91,2178,1.89,25,4,2016,0,0,133.0,84.0,187.42857142857142,117.96666666666667
2016-04-26,83,2095,2.59,26,4,2016,1,0,91.0,127.0,181.14285714285714,118.83333333333333
2016-04-27,139,1956,2.59,27,4,2016,2,0,83.0,181.0,175.14285714285714,122.7
2016-04-28,113,1843,2.59,28,4,2016,3,0,139.0,268.0,153.0,125.3
2016-04-29,141,1702,2.59,29,4,2016,4,0,113.0,278.0,133.42857142857142,128.03333333333333
2016-04-30,228,1474,2.59,30,4,2016,5,1,141.0,234.0,132.57142857142858,134.26666666666668
2016-05-01,163,1311,2.59,1,5,2016,6,1,228.0,133.0,136.85714285714286,137.43333333333334
2016-05-02,0,1605,2.59,2,5,2016,0,0,163.0,91.0,123.85714285714286,134.63333333333333
2016-05-03,125,1768,2.57,3,5,2016,1,0,0.0,83.0,129.85714285714286,137.4
2016-05-04,180,1876,2.59,4,5,2016,2,0,125.0,139.0,135.71428571428572,140.23333333333332
2016-05-05,222,1846,1.88,5,5,2016,3,0,180.0,113.0,151.28571428571428,144.8
2016-05-06,243,1602,1.89,6,5,2016,4,0,222.0,141.0,165.85714285714286,149.5
2016-05-07,408,1196,1.89,7,5,2016,5,1,243.0,228.0,191.57142857142858,159.4
2016-05-08,181,1014,1.89,8,5,2016,6,1,408.0,163.0,194.14285714285714,161.66666666666666
2016-05-09,176,838,1.88,9,5,2016,0,0,181.0,0.0,219.28571428571428,160.6
2016-05-10,178,660,1.89,10,5,2016,1,0,176.0,125.0,226.85714285714286,161.6
2016-05-11,310,348,1.38,11,5,2016,2,0,178.0,180.0,245.42857142857142,167.83333333333334
2016-05-12,134,213,1.89,12,5,2016,3,0,310.0,222.0,232.85714285714286,170.23333333333332
2016-05-13,132,81,1.89,13,5,2016,4,0,134.0,243.0,217.0,170.33333333333334
2016-05-14,1,80,1.89,14,5,2016,5,1,132.0,408.0,158.85714285714286,166.96666666666667
2016-05-15,0,80,0.0,15,5,2016,6,1,1.0,181.0,133.0,163.3
2016-05-16,0,80,2.59,16,5,2016,0,0,0.0,176.0,107.85714285714286,156.56666666666666
2016-05-17,0,2383,2.59,17,5,2016,1,0,0.0,178.0,82.42857142857143,151.76666666666668
2016-05-18,110,2262,2.59,18,5,2016,2,0,0.0,310.0,53.857142857142854,152.63333333333333
2016-05-19,81,2181,2.59,19,5,2016,3,0,110.0,134.0,46.285714285714285,151.1
2016-05-20,112,2069,2.59,20,5,2016,4,0,81.0,132.0,43.42857142857143,148.8
2016-05-21,186,2069,2.59,21,5,2016,5,1,112.0,1.0,69.85714285714286,146.06666666666666
2016-05-22,113,1770,2.59,22,5,2016,6,1,186.0,0.0,86.0,140.56666666666666
2016-05-23,86,1684,2.59,23,5,2016,0,0,113.0,0.0,98.28571428571429,135.63333333333333
2016-05-24,59,1817,2.59,24,5,2016,1,0,86.0,0.0,106.71428571428571,133.16666666666666
2016-05-25,94,5946,2.59,25,5,2016,2,0,59.0,110.0,104.42857142857143,133.26666666666668
2016-05-26,167,5779,2.59,26,5,2016,3,0,94.0,81.0,116.71428571428571,136.06666666666666
2016-05-27,244,5535,2.59,27,5,2016,4,0,167.0,112.0,135.57142857142858,139.56666666666666
2016-05-28,261,5273,2.59,28,5,2016,5,1,244.0,186.0,146.28571428571428,144.5
2016-05-29,187,5085,2.59,29,5,2016,6,1,261.0,113.0,156.85714285714286,146.03333333333333
2016-05-30,115,4970,2.59,30,5,2016,0,0,187.0,86.0,161.0,142.26666666666668
2016-05-31,139,4831,2.59,31,5,2016,1,0,115.0,59.0,172.42857142857142,141.46666666666667
2016-06-01,273,4558,2.59,1,6,2016,2,0,139.0,94.0,198.0,150.56666666666666
2016-06-02,235,4323,2.59,2,6,2016,3,0,273.0,167.0,207.71428571428572,154.23333333333332
2016-06-03,172,4151,2.59,3,6,2016,4,0,235.0,244.0,197.42857142857142,153.96666666666667
2016-06-04,323,3828,2.59,4,6,2016,5,1,172.0,261.0,206.28571428571428,157.33333333333334
2016-06-05,336,3492,2.59,5,6,2016,6,1,323.0,187.0,227.57142857142858,160.43333333333334
2016-06-06,127,3365,2.59,6,6,2016,0,0,336.0,115.0,229.28571428571428,151.06666666666666
2016-06-07,137,3228,2.59,7,6,2016,1,0,127.0,139.0,229.0,149.6
2016-06-08,249,2979,2.59,8,6,2016,2,0,137.0,273.0,225.57142857142858,152.03333333333333
2016-06-09,201,2778,2.59,9,6,2016,3,0,249.0,235.0,220.71428571428572,152.8
2016-06-10,271,2507,1.81,10,6,2016,4,0,201.0,172.0,234.85714285714286,151.5
2016-06-11,512,2187,1.65,11,6,2016,5,1,271.0,323.0,261.85714285714283,164.1
2016-06-12,317,1870,1.66,12,6,2016,6,1,512.0,336.0,259.14285714285717,170.26666666666668
2016-06-13,224,1646,1.66,13,6,2016,0,0,317.0,127.0,273.0,177.7
2016-06-14,239,1407,1.63,14,6,2016,1,0,224.0,137.0,287.57142857142856,185.66666666666666
2016-06-15,377,1182,1.63,15,6,2016,2,0,239.0,249.0,305.85714285714283,198.23333333333332
2016-06-16,239,1423,1.69,16,6,2016,3,0,377.0,201.0,311.2857142857143,206.2
2016-06-17,243,1756,1.66,17,6,2016,4,0,239.0,271.0,307.2857142857143,210.63333333333333
2016-06-18,438,1318,1.66,18,6,2016,5,1,243.0,512.0,296.7142857142857,222.53333333333333
2016-06-19,334,985,1.68,19,6,2016,6,1,438.0,317.0,299.14285714285717,229.93333333333334
2016-06-20,149,836,2.59,20,6,2016,0,0,334.0,224.0,288.42857142857144,228.7
2016-06-21,32,803,2.59,21,6,2016,1,0,149.0,239.0,258.85714285714283,226.0
2016-06-22,39,2204,2.59,22,6,2016,2,0,32.0,377.0,210.57142857142858,224.43333333333334
2016-06-23,42,2738,2.59,23,6,2016,3,0,39.0,239.0,182.42857142857142,223.86666666666667
2016-06-24,64,2674,2.39,24,6,2016,4,0,42.0,243.0,156.85714285714286,222.86666666666667
2016-06-25,170,2504,2.39,25,6,2016,5,1,64.0,438.0,118.57142857142857,222.96666666666667
2016-06-26,132,2372,2.39,26,6,2016,6,1,170.0,334.0,89.71428571428571,219.23333333333332
2016-06-27,123,2249,2.39,27,6,2016,0,0,132.0,149.0,86.0,214.63333333333333
2016-06-28,78,2171,2.39,28,6,2016,1,0,123.0,32.0,92.57142857142857,211.0
2016-06-29,130,2041,2.39,29,6,2016,2,0,78.0,39.0,105.57142857142857,211.5
2016-06-30,141,1900,2.39,30,6,2016,3,0,130.0,42.0,119.71428571428571,211.56666666666666
2016-07-01,247,1653,2.39,1,7,2016,4,0,141.0,64.0,145.85714285714286,210.7
2016-07-02,322,1331,2.39,2,7,2016,5,1,247.0,170.0,167.57142857142858,213.6
2016-07-03,196,1135,2.39,3,7,2016,6,1,322.0,132.0,176.71428571428572,214.4
2016-07-04,172,963,2.39,4,7,2016,0,0,196.0,123.0,183.71428571428572,209.36666666666667
2016-07-05,218,1413,2.39,5,7,2016,1,0,172.0,78.0,203.71428571428572,205.43333333333334
2016-07-06,216,1965,2.39,6,7,2016,2,0,218.0,130.0,216.0,208.4
2016-07-07,179,1882,2.39,7,7,2016,3,0,216.0,141.0,221.42857142857142,209.8
2016-07-08,32,2234,2.39,8,7,2016,4,0,179.0,247.0,190.71428571428572,202.56666666666666
2016-07-09,95,2139,2.39,9,7,2016,5,1,32.0,322.0,158.28571428571428,199.03333333333333
2016-07-10,78,2061,2.39,10,7,2016,6,1,95.0,196.0,141.42857142857142,192.6
2016-07-11,122,1939,2.39,11,7,2016,0,0,78.0,172.0,134.28571428571428,179.6
2016-07-12,164,1967,1.89,12,7,2016,1,0,122.0,218.0,126.57142857142857,174.5
2016-07-13,288,1670,1.89,13,7,2016,2,0,164.0,216.0,136.85714285714286,176.63333333333333
2016-07-14,138,1532,1.89,14,7,2016,3,0,288.0,179.0,131.0,173.26666666666668
2016-07-15,189,1343,1.89,15,7,2016,4,0,138.0,32.0,153.42857142857142,167.0
2016-07-16,321,1022,1.89,16,7,2016,5,1,189.0,95.0,185.71428571428572,169.73333333333332
2016-07-17,209,813,1.89,17,7,2016,6,1,321.0,78.0,204.42857142857142,168.6
2016-07-18,161,1420,1.89,18,7,2016,0,0,209.0,122.0,210.0,159.36666666666667
2016-07-19,157,1359,1.89,19,7,2016,1,0,161.0,164.0,209.0,153.46666666666667
2016-07-20,283,1075,1.89,20,7,2016,2,0,157.0,288.0,208.28571428571428,157.93333333333334
2016-07-21,60,1015,2.39,21,7,2016,3,0,283.0,138.0,197.14285714285714,158.86666666666667
2016-07-22,98,917,2.39,22,7,2016,4,0,60.0,189.0,184.14285714285714,160.83333333333334
2016-07-23,133,1550,2.39,23,7,2016,5,1,98.0,321.0,157.28571428571428,163.86666666666667
2016-07-24,130,1420,2.39,24,7,2016,6,1,133.0,209.0,146.0,166.06666666666666
2016-07-25,62,1358,2.39,25,7,2016,0,0,130.0,161.0,131.85714285714286,162.46666666666667
2016-07-26,97,2893,2.39,26,7,2016,1,0,62.0,157.0,123.28571428571429,161.3
2016-07-27,98,3179,2.39,27,7,2016,2,0,97.0,283.0,96.85714285714286,160.46666666666667
2016-07-28,108,3071,2.39,28,7,2016,3,0,98.0,60.0,103.71428571428571,161.46666666666667
2016-07-29,128,4095,2.39,29,7,2016,4,0,108.0,98.0,108.0,161.4
2016-07-30,270,3825,2.39,30,7,2016,5,1,128.0,133.0,127.57142857142857,165.7
2016-07-31,183,3642,2.39,31,7,2016,6,1,270.0,130.0,135.14285714285714,163.56666666666666
